ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ±â¾Ð(hPa),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ ±â¿Â(¡ÆC)
22191,2020-02-05,10.7,1033.6,64,-1.9
22191,2020-02-06,4.7,1034.3,65,-.5
22191,2020-02-07,4.5,1030.4,70,3.2
22191,2020-02-08,7.9,1029.6,67,4.1
22191,2020-02-09,5.5,1026.1,65,4.9
22191,2020-02-10,3.5,1023.9,80,8.3
22191,2020-02-11,5.9,1024.9,90,8.9
22191,2020-02-12,5.4,1016.1,97,8.2
22191,2020-02-13,2.7,1019.3,85,8.3
22191,2020-02-14,4.9,1020.4,89,7.4
22191,2020-02-15,8.8,1019,90,5.9
22191,2020-02-16,15.5,1018.6,74,.3
22191,2020-02-17,16.9,1022.5,71,-.7
22191,2020-02-18,8.1,1028.6,63,4
22191,2020-02-19,5.6,1028.8,68,8
22191,2020-02-20,2.1,1033.2,71,8.1
22191,2020-02-21,5.3,1028.6,85,8.4
22191,2020-02-22,8.9,1029.1,59,6.1
22191,2020-02-23,5.6,1029.5,55,6.1
22191,2020-02-24,6.5,1021.6,90,8.9
22191,2020-02-25,8.7,1015.7,92,8.1
22191,2020-02-26,9.5,1025.7,77,6.5
22191,2020-02-27,5.8,1028.8,67,5.8
22191,2020-02-28,3.3,1021.2,87,6.6
22191,2020-02-29,4.3,1019,86,6.8
22191,2020-03-01,7.2,1021.1,78,6.3
22191,2020-03-02,8.4,1026.4,64,4.3
22191,2020-03-03,3.5,1024.8,68,5.5
22191,2020-03-04,11.4,1026.6,63,3.5
22191,2020-03-05,6.1,1027.5,60,3.3
22191,2020-03-06,3.2,1021.9,69,5.1
22191,2020-03-07,2.5,1018.2,77,7.2
22191,2020-03-08,2.9,1019,79,7.7
22191,2020-03-09,4.4,1014.3,84,8
22191,2020-03-10,12.5,1012.9,73,6.6
22191,2020-03-11,5.8,1020.6,57,6.9
22191,2020-03-12,7.1,1020.6,84,8.8
22191,2020-03-13,10,1024.4,59,5
22191,2020-03-14,7.4,1017.9,64,7.3
22191,2020-03-15,10.8,1016.3,63,6.6
22191,2020-03-16,6.6,1023,64,4.9
22191,2020-03-17,5.2,1016.4,88,9.1
22191,2020-03-18,5.9,1011.9,93,9.1
22191,2020-03-19,10.7,1010.6,64,8.8
22191,2020-03-20,6.9,1013.3,81,9.2
22191,2020-03-21,3.8,1010.8,94,9.6
22191,2020-03-22,6.7,1017.7,70,8.6
22191,2020-03-23,4.5,1020.1,82,9.1
22191,2020-03-24,1.6,1021.3,77,9.8
22191,2020-03-25,5.9,1018.5,88,10.1
22191,2020-03-26,7.2,1013.1,98,9.6
22191,2020-03-27,14.6,1018.8,65,7
22191,2020-03-28,11.2,1024.5,50,6.4
22191,2020-03-29,4.2,1022.6,61,7.5
22191,2020-03-30,1.3,1021.7,61,8
22191,2020-03-31,2.2,1019,71,8.6
22191,2020-04-01,10.6,,,
22191,2020-04-02,4.8,1024.1,73,8.7
22191,2020-04-03,3.6,1022.7,83,9.5
22191,2020-04-04,11.1,1024,63,7.8
22191,2020-04-05,8.8,1025.6,57,7.3
22191,2020-04-06,3.3,1021.8,79,9.1
22191,2020-04-07,4.9,,,
22191,2020-04-08,4.8,1021.8,59,9
22191,2020-04-09,4.9,1024.8,64,8.9
22191,2020-04-10,3.3,1026.2,73,8.8
22191,2020-04-11,2.3,1020.5,70,8.9
22191,2020-04-12,4.7,1014.5,81,9.7
22191,2020-04-13,4.3,1017,85,9.4
22191,2020-04-14,4.3,1017.1,86,10.6
22191,2020-04-15,4.3,1014.8,91,10.5
22191,2020-04-16,8.2,1014.3,86,10.9
22191,2020-04-17,6.4,1012.1,93,10.5
22191,2020-04-18,4.3,1018.1,92,10.2
22191,2020-04-19,3.3,1013.3,97,9.8
22191,2020-04-20,6.3,1013.6,81,10.6
22191,2020-04-21,10.3,1018.7,54,9.1
22191,2020-04-22,9.8,1020,50,8.3
22191,2020-04-23,7.3,1019.6,57,9.5
22191,2020-04-24,9.5,1014.3,71,11.1
22191,2020-04-25,8.9,1011.5,80,11.1
22191,2020-04-26,3.1,1019.9,80,10.9
22191,2020-04-27,3.7,1022.1,86,10.9
22191,2020-04-28,5.6,1019.9,86,11.8
22191,2020-04-29,7.5,1017.7,86,12.1
22191,2020-04-30,7.7,1013.6,98,11.9
22191,2020-05-01,6.7,1011,100,12.4
22191,2020-05-02,7.5,1009,100,13.2
22191,2020-05-03,3.8,1005,100,12.7
22191,2020-05-04,7.3,1011.3,88,12.1
22191,2020-05-05,4,1012.2,89,11.7
22191,2020-05-06,2.9,1014.7,88,12.6
22191,2020-05-07,2.9,1016.3,88,13.8
22191,2020-05-08,9.5,1010.7,88,13.9
22191,2020-05-09,8.9,1002.5,99,12.8
22191,2020-05-10,5.8,1009.3,96,13.3
22191,2020-05-11,4.3,1008.9,88,14.1
22191,2020-05-12,6.6,1008,82,13.7
22191,2020-05-13,4.4,1015.6,84,14.2
22191,2020-05-14,7.7,1013.2,86,14.5
22191,2020-05-15,6.3,1005.2,98,13.7
22191,2020-05-16,2.3,1007,100,13.2
22191,2020-05-17,6.9,1003.8,100,13.1
22191,2020-05-18,9.8,997.5,92,14
22191,2020-05-19,9.8,1002,87,13.1
22191,2020-05-20,2.1,1012,80,14.8
22191,2020-05-21,4.4,1013.7,91,14.5
22191,2020-05-22,8.5,1010.9,94,14.6
22191,2020-05-23,7.8,1009.6,98,15
22191,2020-05-24,4.4,1011.5,97,14.1
22191,2020-05-25,2.8,1012.8,99,14.3
22191,2020-05-26,4.4,1009.9,98,14.8
22191,2020-05-27,3,1010.6,90,15.4
22191,2020-05-28,4.8,1010.7,95,14.2
22191,2020-05-29,3.4,1015.2,98,14.1
22191,2020-05-30,2.7,1015.8,94,16.6
22191,2020-05-31,2.7,1012.2,97,16.6
22191,2020-06-01,3.1,1011.1,100,15.6
22191,2020-06-02,5.3,1005.9,99,16.9
22191,2020-06-03,3.7,1003.2,100,17.4
22191,2020-06-04,4.1,1003.8,100,17.5
22191,2020-06-05,2.5,1007.6,100,16
22191,2020-06-06,2.8,1008.9,96,17.9
22191,2020-06-07,4.4,1011,98,18.9
22191,2020-06-08,4.1,1014.1,93,19.4
22191,2020-06-09,3.4,1014.2,86,21
22191,2020-06-10,4.9,1007.6,95,20.6
22191,2020-06-11,4.2,1004.7,99,19.6
22191,2020-06-12,1.9,1005.3,99,19.1
22191,2020-06-13,2.8,1004.8,93,20.2
22191,2020-06-14,3.9,1006.4,95,20.8
22191,2020-06-15,5.6,1007.9,97,19.7
22191,2020-06-16,2.8,1006.8,89,21.2
22191,2020-06-17,3.4,1005.4,92,21.2
22191,2020-06-18,4.7,1003.1,90,20.4
22191,2020-06-19,2.2,1007.6,84,21.7
22191,2020-06-20,3.1,1010.1,89,21.6
22191,2020-06-21,1.2,1008.6,85,22.1
22191,2020-06-22,2.9,1009.2,85,22.5
22191,2020-06-23,8.2,1006.5,88,22.4
22191,2020-06-24,9.4,998.8,96,21.4
22191,2020-06-25,7.5,1002,91,20
22191,2020-06-26,5.1,1006.9,92,21.3
22191,2020-06-27,2.3,1005.5,94,21.9
22191,2020-06-28,2.7,1006.3,91,21.1
22191,2020-06-29,10.2,998.1,93,20.1
22191,2020-06-30,9.6,998.7,90,19.7
22191,2020-07-01,4.4,1005.7,91,20.8
22191,2020-07-02,3.2,1010.2,93,21.4
22191,2020-07-03,3.5,1010.1,94,20.4
22191,2020-07-04,2.6,1008.1,91,20.6
22191,2020-07-05,3.5,1004.2,87,21
22191,2020-07-06,3.9,1001.1,89,21.4
22191,2020-07-07,2.5,1004.9,94,22.1
22191,2020-07-08,2.6,1005.8,91,21.6
22191,2020-07-11,3.2,1006.7,87,22.8
22191,2020-07-12,9.7,1004.7,90,21.2
22191,2020-07-13,11.5,997.6,92,19.8
22191,2020-07-14,7.3,1004.1,85,19.3
22191,2020-07-15,2.9,1005.3,81,21.3
22191,2020-07-16,2.4,1006.4,81,21.4
22191,2020-07-17,2.3,1007.9,83,21.5
22191,2020-07-18,7.8,1005.9,86,21.5
22191,2020-07-19,9.3,999.4,94,22.1
22191,2020-07-20,4.9,1006.4,92,22.1
22191,2020-07-21,1.5,1012.1,94,22
22191,2020-07-22,2.6,1009.8,92,22.5
22191,2020-07-23,8.5,997.9,97,22.1
22191,2020-07-24,12,999.7,91,20.7
22191,2020-07-25,6.1,1004.7,88,21.6
22191,2020-07-26,3,1006.6,94,21.4
22191,2020-07-27,3,1007.6,96,21.6
22191,2020-07-28,3.2,1009.8,96,21.2
22191,2020-07-29,1.9,1011.1,98,22.4
22191,2020-07-30,2.9,1013.3,100,22.4
22191,2020-07-31,4.5,1012.9,100,22.8
22191,2020-08-01,7.2,1008.6,98,23
22191,2020-08-02,7.4,1005.8,99,23.3
22191,2020-08-03,7.2,1006.8,97,23.9
22191,2020-08-04,7.3,1009.2,100,23.7
22191,2020-08-05,9.8,1006.6,98,24.2
22191,2020-08-06,4.9,1006.9,97,23.3
22191,2020-08-07,5.7,1005,96,22.7
22191,2020-08-08,6.2,999.9,99,23.4
22191,2020-08-11,4.5,1007.3,92,23.8
22191,2020-08-12,4.7,1009.9,95,23.8
22191,2020-08-13,7.3,1005.8,92,24.6
22191,2020-08-14,7.5,1004,90,25.3
22191,2020-08-15,5.7,1006.4,91,25.4
22191,2020-08-16,7.7,1008.4,92,25.4
22191,2020-08-17,5.3,1011.3,93,25.5
22191,2020-08-18,5.8,1011.7,94,25.8
22191,2020-08-19,4.3,1011,97,26.1
22191,2020-08-20,3.9,1011.7,97,26.4
22191,2020-08-21,4.2,1013.7,93,25.6
22191,2020-08-22,3.1,1012.1,87,25.8
22191,2020-08-23,2.1,1008.1,89,26.4
22191,2020-08-24,6.8,1003.6,93,26.9
22191,2020-08-25,5.1,1003.3,96,27.2
22191,2020-08-26,12,994,92,27
22191,2020-08-27,8.2,997.9,,24.7
22191,2020-08-28,4.4,1005.8,100,24.1
22191,2020-08-29,2.5,1008.7,100,24.4
22191,2020-08-30,3.3,1011.3,100,24.4
22191,2020-08-31,3.5,1011.2,100,24.7
22191,2020-09-01,3.1,1008.6,100,25.6
22191,2020-09-02,8.2,1002.9,100,24.7
22191,2020-09-03,10.1,1002.5,100,23.8
22191,2020-09-04,4.6,1011.5,100,24.2
22191,2020-09-05,5.9,1012.1,100,24
22191,2020-09-06,6,1008.1,100,23.5
22191,2020-09-07,11.5,999.8,100,23.4
22191,2020-09-08,4.3,1010.3,100,23.9
22191,2020-09-09,4.8,1009.3,100,23.9
22191,2020-09-10,2.7,1008.4,100,24.2
22191,2020-09-11,5.5,1013,100,22.4
22191,2020-09-12,9.1,1015.2,100,21.2
22191,2020-09-13,4.4,1016.4,100,21.9
22191,2020-09-14,2.5,1015.3,100,22.6
22191,2020-09-15,4.1,1012.3,100,22.5
22191,2020-09-16,3.1,1009,100,22.5
22191,2020-09-17,4.1,1011.1,100,23.2
22191,2020-09-18,5.9,1014.5,100,23.2
22191,2020-09-19,5.9,1016.6,100,23.3
22191,2020-09-20,2.9,1017.5,100,23.4
22191,2020-09-21,4.3,1017.8,100,22.1
22191,2020-09-22,5.1,1017.8,100,21.3
22191,2020-09-23,6.4,1016.6,100,21.1
22191,2020-09-24,5.8,1014.7,100,20.9
22191,2020-09-25,7.4,1013.9,100,21.3
22191,2020-09-26,8,1016.5,100,21.2
22191,2020-09-27,5.6,1018.5,100,20.8
22191,2020-09-28,2.4,1016.9,,21.3
22191,2020-09-29,2.4,1012.7,,21
22191,2020-09-30,7.7,1012.4,,19.6
22191,2020-10-01,3.9,1013.6,,20.1
22191,2020-10-02,4.8,1014.4,,21.3
22191,2020-10-03,2.6,1015.7,,20.7
22191,2020-10-04,7.6,1014.8,,18.8
22191,2020-10-05,9.1,1020.2,,17.5
22191,2020-10-06,5.9,1023.5,,17.7
22191,2020-10-07,8.4,1025.8,,18.5
22191,2020-10-08,9,1025.7,,19.2
22191,2020-10-09,5.8,1022.7,,16.3
22191,2020-10-10,6,1019.8,,18.7
22191,2020-10-11,3,1016.7,,18.6
22191,2020-10-12,8.1,1017.8,,17.7
22191,2020-10-13,5.5,1022.7,,
22191,2020-10-14,7.4,1026.6,,16.5
22191,2020-10-15,4.7,1026.8,,15.4
22191,2020-10-16,2.7,1024.1,,16.7
22191,2020-10-17,3.9,1024.2,,16.4
22191,2020-10-19,,1025.9,,18.3
22191,2020-10-20,3.3,1025.7,,17.8
22191,2020-10-21,6.4,1017.9,,18.2
22191,2020-10-22,9.6,1016.5,,15.6
22191,2020-10-23,11.9,1018.7,,12.5
22191,2020-10-24,8.8,1021.7,,14.4
22191,2020-10-25,4.2,1021.4,,16.8
22191,2020-10-26,1.4,1020.7,,17
22191,2020-10-27,2.7,1022,,17.2
22191,2020-10-28,8.8,1025.2,,15.5
22191,2020-10-29,7.9,1025.8,,15
22191,2020-10-30,7.4,1026.2,,15.8
22191,2020-10-31,4,1023.7,,16
22191,2020-11-01,4.5,1020.3,,16.5
22191,2020-11-02,5.6,1021.6,100,15.3
22191,2020-11-03,10.4,1024.1,100,10.9
22191,2020-11-04,4.1,1026.4,,10.7
22191,2020-11-05,4.4,1026.1,100,13.8
22191,2020-11-06,4.9,1020.4,100,16.6
22191,2020-11-07,6.1,1019.8,,16.8
22191,2020-11-08,10.8,1025.9,,12
22191,2020-11-09,7,1026.6,,12.3
22191,2020-11-10,3.3,1029.5,100,13.3
22191,2020-11-11,2.3,1032.1,,14.9
22191,2020-11-12,2.8,1030.2,,14.7
22191,2020-11-13,5.2,1029.4,,15
22191,2020-11-14,2.2,1029.3,,13.7
22191,2020-11-15,2,1027.3,,14.9
22191,2020-11-16,3.8,1026.1,,14.7
22191,2020-11-17,5.7,1021.3,,16.3
22191,2020-11-18,11.7,1011.2,,17.8
22191,2020-11-19,10.1,1010.2,,13.7
22191,2020-11-20,11,1021.9,,7.6
22191,2020-11-21,3.1,1023.4,,9.2
22191,2020-11-22,11,1025.7,,8
22191,2020-11-23,8.3,1029.7,,7.3
22191,2020-11-24,3.1,1028.6,,10
22191,2020-11-25,3.1,1027.6,,10.9
22191,2020-11-26,6,1027.9,,10.1
22191,2020-11-27,12.2,1029.6,,7
22191,2020-11-28,10.2,1031.4,,4.8
22191,2020-11-29,7.8,1031,,6.1
22191,2020-11-30,7.8,1035.8,0,6.5
22191,2020-12-01,5.7,1035.8,,6.7
22191,2020-12-02,4.9,1031.6,,6.9
22191,2020-12-03,9.9,1031.5,,5.8
22191,2020-12-04,6,1031.1,,6
22191,2020-12-05,5,1030.8,,6.5
22191,2020-12-06,4.1,1028.8,,8.8
22191,2020-12-07,6.8,1029,,8.3
22191,2020-12-08,5.7,1030,,4.6
22191,2020-12-09,2,1026.3,,7.1
22191,2020-12-10,3.3,1022.9,,9.6
22191,2020-12-11,4.7,1020.6,,9.5
22191,2020-12-12,4.9,1020,,8.4
22191,2020-12-13,12.4,1020.6,,6.1
22191,2020-12-14,11.6,1030.1,,-.1
22191,2020-12-15,8.5,1031.6,,0
22191,2020-12-16,9.8,1032.4,,.8
22191,2020-12-17,5.6,1030.7,,3.7
22191,2020-12-18,9.3,1030.6,,4.3
22191,2020-12-19,8.3,1034.5,,2.6
22191,2020-12-20,7.2,1032.6,,5
22191,2020-12-21,6.6,1029.6,,5.2
22191,2020-12-22,5.6,1026.2,,8
22191,2020-12-23,7,1022.1,,9.7
22191,2020-12-24,10.3,1021.2,,6.2
22191,2020-12-25,7.1,1024.9,,5.3
22191,2020-12-26,6,1024.1,,8.9
22191,2020-12-27,6.4,1020.4,,10.3
22191,2020-12-28,3.5,1023.4,,9.6
22191,2020-12-29,12.9,1024.8,,2.5
22191,2020-12-30,15.6,1026.8,,-3.6
22191,2020-12-31,11.3,1027.9,,-.7
22191,2021-01-01,7.3,1026.5,,2.9
22191,2021-01-02,5.8,1029.9,,2.8
22191,2021-01-03,2.5,1033.4,,3.6
22191,2021-01-04,4.6,1029.8,,5.8
22191,2021-01-05,9.1,1031.5,,.8
22191,2021-01-06,10,1026,,-1.5
22191,2021-01-07,13.3,1028.2,,-6.5
22191,2021-01-08,12.3,1025.7,,-4.2
22191,2021-01-09,11.2,1025.5,,-1.6
22191,2021-01-10,9.1,1027.9,,.7
22191,2021-01-11,6.2,1026.2,,.8
22191,2021-01-12,8.7,1017.3,,4.2
22191,2021-01-13,7.7,1015.4,,7.9
22191,2021-01-14,8.1,1019.9,,6.9
22191,2021-01-15,10.6,1017.5,,6.6
22191,2021-01-16,12.6,1028.8,,-.3
22191,2021-01-17,10.1,1028.7,,.7
22191,2021-01-18,11,1023.6,,3.2
22191,2021-01-19,5.2,1032,,.1
22191,2021-01-20,6,1027.5,,6.8
22191,2021-01-21,4,1021.3,,9
22191,2021-01-22,6.6,1020.2,,7
22191,2021-01-23,7.2,1019.6,,6.9
22191,2021-01-24,4.2,1025.3,,8.1
22191,2021-01-25,2.9,1025.1,,8.7
22191,2021-01-26,6.4,1021.9,,7
22191,2021-01-27,5.6,1024.9,,5
22191,2021-01-28,13.5,1021.7,,1.5
22191,2021-01-29,7.4,1026.7,,.8
22191,2021-01-30,7.6,1025.5,,7.3
22191,2021-01-31,8,1023.2,,9
22191,2021-02-01,8.3,1018.9,,6.3
22191,2021-02-02,9.3,1028.2,,.4
22191,2021-02-03,6.7,1025.2,,4.2
22191,2021-02-04,7.4,1028.2,,3.3
22191,2021-02-05,9.3,1019.8,,7.6
22191,2021-02-06,7.7,1015.5,,8.3
22191,2021-02-07,9.5,1024,,4.7
22191,2021-02-08,10.6,1031.3,,1.6
22191,2021-02-09,5.2,1029,,4.5
22191,2021-02-10,5.3,1025.2,,7.1
22191,2021-02-11,2.4,1025.1,,7.5
22191,2021-02-12,2.4,1025,,7.6
22191,2021-02-13,2.2,1024.7,,6.1
22191,2021-02-14,2.8,1015.7,,7.2
22191,2021-02-15,13.6,1017.1,,1.5
22191,2021-02-16,9.7,1018.8,,1.1
22191,2021-02-17,14.8,1023.6,,-3.3
22191,2021-02-18,12,1025.7,,.3
22191,2021-02-19,9.4,1016.3,,8
22191,2021-02-20,5.8,1010.4,,9.1
22191,2021-02-21,8.7,1008.2,,10.6
22191,2021-02-22,11.2,1018.3,,6.1
22191,2021-02-23,10.7,1028.5,,2.2
22191,2021-02-24,5.7,1026.1,,3.4
22191,2021-02-25,6.4,1023.7,,4.4
22191,2021-02-26,8.8,1023.5,,7
22191,2021-02-27,5.7,1026.9,,7.6
22191,2021-02-28,4.6,1024.7,,7.6
22191,2021-03-01,12.7,1016.5,,5.4
22191,2021-03-02,9.2,1027.3,,4
22191,2021-03-03,5,1028.2,,6.1
22191,2021-03-04,5.2,1022.6,,7.9
22191,2021-03-05,2.9,1022.5,,7.6
22191,2021-03-06,11.1,1028.2,82,4.4
22191,2021-03-07,5.9,1029.2,79,
22191,2021-03-08,3.8,1028.3,61,6
22191,2021-03-09,2.7,1027.3,71,7.5
22191,2021-03-10,2.7,1028.9,87,8.3
22191,2021-03-11,4,1025.8,88,8.6
22191,2021-03-12,6.6,1023.2,90,8
22191,2021-03-13,3.6,1023,88,7.9
22191,2021-03-14,2.9,1020.9,91,8.7
22191,2021-03-15,5.6,1015.7,93,9.4
22191,2021-03-16,9.9,1019.1,62,7.1
22191,2021-03-17,6.8,1021.1,63,7.3
22191,2021-03-18,4.3,1020.4,74,8.1
22191,2021-03-19,2.5,1018.6,84,8.4
22191,2021-03-20,6.9,1015.6,84,7.1
22191,2021-03-21,11.9,1019.6,60,6.5
22191,2021-03-22,7.8,1022.9,67,7.9
22191,2021-03-23,7.5,1020,83,9.5
22191,2021-03-24,6.5,1018.8,92,9.4
22191,2021-03-25,2.3,1022.1,100,6.4
22191,2021-03-26,5.1,1019.9,98,7.2
22191,2021-03-27,6.7,1007,99,10
22191,2021-03-28,6.8,1005.3,97,8.7
22191,2021-03-29,3.5,1010.5,80,9.6
22191,2021-03-30,1.9,1014,75,9.5
22191,2021-03-31,3.4,1014.8,79,9.9
22191,2021-04-01,3.7,1016.5,82,10.7
22191,2021-04-02,5.5,1017.5,82,10.8
22191,2021-04-03,9.5,1012.8,95,9.3
22191,2021-04-04,11.7,1018.5,71,8.6
22191,2021-04-05,4.5,1023.3,79,9.3
22191,2021-04-06,3.1,1022.6,80,10.5
22191,2021-04-07,4,1021.9,81,10.5
22191,2021-04-08,6.1,1021.8,72,9.6
22191,2021-04-09,4.1,1025.2,81,9.8
22191,2021-04-10,2.8,1030.2,89,10.7
22191,2021-04-11,4.2,1028.7,89,11.3
22191,2021-04-12,9,1014.8,94,11.2
22191,2021-04-13,11.4,1018.3,73,7.6
22191,2021-04-14,6.6,1021.1,69,8.8
22191,2021-04-15,6.1,1018,83,
22191,2021-04-16,5,1016.1,87,10.8
22191,2021-04-17,7.1,1018.3,68,10.3
22191,2021-04-18,5.4,1019.6,75,10.6
22191,2021-04-19,6.4,1017.7,83,11.4
22191,2021-04-20,3.4,1020.9,90,11.5
22191,2021-04-21,2.8,1021.4,85,12.2
22191,2021-04-22,5.1,1017.3,81,13.1
22191,2021-04-23,5.8,1015.8,80,13.3
22191,2021-04-24,4.9,1020.3,84,12.3
22191,2021-04-25,4.8,1020.4,91,11.4
22191,2021-04-26,5.4,1020.5,92,12.1
22191,2021-04-27,6.7,1017.2,95,12.5
22191,2021-04-28,3.3,1016.7,97,12
22191,2021-04-29,4.7,1005,94,12.1
22191,2021-04-30,7.5,1006.5,81,10.9
22191,2021-05-01,7.2,1009.7,76,11.1
22191,2021-05-02,6.5,1018.9,84,11.1
22191,2021-05-03,4.9,1017.2,93,11.9
22191,2021-05-04,8.5,1008.5,96,12.3
22191,2021-05-05,6.3,1014.8,85,12.4
22191,2021-05-06,8.9,1012.8,84,13.6
22191,2021-05-07,6.5,1007.5,86,13
22191,2021-05-08,7.7,1005.1,80,13.2
22191,2021-05-09,2.5,1011.3,77,13.4
22191,2021-05-10,8.8,1011.2,85,12.4
22191,2021-05-11,6,1011.1,97,12.6
22191,2021-05-12,2.9,1011.9,88,14.2
22191,2021-05-13,2.4,1012.6,85,15.5
22191,2021-05-14,3.2,1010.8,97,15.4
22191,2021-05-15,5,1004.6,100,15
22191,2021-05-16,5.2,1001.6,100,13.6
22191,2021-05-17,5.6,1009.2,89,13.7
22191,2021-05-18,2.8,1011.1,91,15.1
22191,2021-05-19,2.6,1011.7,86,16.6
22191,2021-05-20,5.5,1006.1,85,15.4
22191,2021-05-21,4.5,1009.2,92,14.5
22191,2021-05-22,3.3,1011.6,96,15.4
22191,2021-05-23,3.4,1011.2,96,16.1
22191,2021-05-24,4.7,1009.9,92,15.5
22191,2021-05-25,5.8,1008.7,87,15.3
22191,2021-05-26,7.9,1005.7,87,16.6
22191,2021-05-27,6.6,1002.4,95,15.9
22191,2021-05-28,7.8,1001.7,89,16.3
22191,2021-05-29,4.7,1006.2,92,16
22191,2021-05-30,5.3,1006.7,98,16.3
22191,2021-05-31,3.8,1009.3,99,16.7
22191,2021-06-01,6.4,1012.9,97,17.1
22191,2021-06-02,5.2,1011.5,95,17.6
22191,2021-06-03,4,1004.6,98,17.1
22191,2021-06-04,6.5,1002.5,91,17.5
22191,2021-06-05,5.1,1000.9,96,18.3
22191,2021-06-06,3.4,1005.6,97,19.2
22191,2021-06-07,6,1011.4,94,19.1
22191,2021-06-08,4.4,1014.3,99,18.3
22191,2021-06-09,5.7,1013.9,97,19
22191,2021-06-10,5.5,1008.8,99,19
22191,2021-06-11,2.5,1010.6,99,19
22191,2021-06-12,2,1013.1,98,18.2
22191,2021-06-13,1.9,1009.9,94,17.9
22191,2021-06-14,4.8,1005.9,93,18.6
22191,2021-06-15,8.2,1002,97,19.2
22191,2021-06-16,4.7,1004.5,92,20.1
22191,2021-06-17,3.3,1005.6,98,19.8
22191,2021-06-18,3.8,1002.2,97,20.4
22191,2021-06-19,4.8,1001.2,98,20.3
22191,2021-06-20,5.5,1001.2,94,21.3
22191,2021-06-21,2.7,1005.1,90,21.3
22191,2021-06-22,5.5,1007.4,89,21.8
22191,2021-06-23,4.4,1010.8,92,21.1
22191,2021-06-24,1.8,1011.7,89,21.3
22191,2021-06-25,4.2,1010.3,96,21.6
22191,2021-06-26,5.7,1009.2,94,22
22191,2021-06-27,3.6,1007.2,93,22.4
22191,2021-06-28,1.4,1005.7,91,23.2
22191,2021-06-29,2.2,1005.9,90,23.5
22191,2021-06-30,4.4,1006.6,91,23.5
22191,2021-07-01,2.9,1007.1,88,23.7
22191,2021-07-02,3.2,1008.3,88,24.5
22191,2021-07-03,10.4,1000.2,96,23.5
22191,2021-07-04,6.9,1005.5,93,21.7
22191,2021-07-05,4.7,1008.9,93,22
22191,2021-07-06,3.3,1007.2,97,21.9
22191,2021-07-07,2.3,1007.1,100,22.4
22191,2021-07-08,2.2,1005.8,96,22.8
22191,2021-07-09,3.1,1005.2,100,23.3
22191,2021-07-10,4.5,1007,99,23.7
22191,2021-07-11,5.2,1008.9,98,23.9
22191,2021-07-12,6.8,1007.6,100,24.6
22191,2021-07-13,9.3,1006.1,99,24.9
22191,2021-07-14,9.4,1008.7,99,25
22191,2021-07-15,7.6,1012.8,99,24.9
22191,2021-07-16,4.5,1014,100,25
22191,2021-07-17,2.3,1011.7,95,25.7
22191,2021-07-18,4,1010.6,91,25.8
22191,2021-07-19,5.8,1012,96,25.6
22191,2021-07-20,3.5,1014.1,94,26.6
22191,2021-07-21,4.1,1012.7,95,26.8
22191,2021-07-22,2.6,1010.7,89,27.4
22191,2021-07-23,2.8,1009.4,88,27.5
22191,2021-07-24,3.5,1008,85,27.8
22191,2021-07-25,4.8,1005.8,86,27.9
22191,2021-07-26,6.3,1003.6,85,27.7
22191,2021-07-27,3.7,1003.1,84,27.6
22191,2021-07-28,3.1,1003.1,85,27.6
22191,2021-07-29,7.8,1001.1,87,27.3
22191,2021-07-30,8.9,998.5,90,26.7
22191,2021-07-31,6.2,1000.1,91,27.2
22191,2021-08-01,4.9,1000.2,89,25.9
22191,2021-08-02,1.4,1003.4,85,26.8
22191,2021-08-03,2.5,1007.1,87,27.2
22191,2021-08-04,6.8,1007.9,92,27.3
22191,2021-08-05,3.5,1006.1,92,27.5
22191,2021-08-06,2.8,1004,88,25.9
22191,2021-08-07,4.6,1004.7,85,26.4
22191,2021-08-08,7,1004,86,26.9
22191,2021-08-09,4.4,1004.6,88,27
22191,2021-08-10,3.5,1007.7,81,27.3
22191,2021-08-11,2.3,1010.1,79,27.5
22191,2021-08-12,2.9,1009.9,82,27.1
22191,2021-08-14,3.9,1007.5,84,26.6
22191,2021-08-15,1.9,1013,78,27.2
22191,2021-08-16,2.6,1013.5,79,26.8
22191,2021-08-17,4.3,1010.4,77,26.3
22191,2021-08-18,3.4,1009.5,79,25.6
22191,2021-08-19,5.1,1010.3,78,26.4
22191,2021-08-20,10.1,1008.5,82,27.1
22191,2021-08-21,8,1003.4,87,25
22191,2021-08-22,4.8,1008.6,83,26.7
22191,2021-08-23,8.7,1005.1,95,25.1
22191,2021-08-24,9,998.7,90,26.1
22191,2021-08-25,5,1005.5,90,26.3
22191,2021-08-26,4.7,1011.4,82,27.1
22191,2021-08-27,2.8,1013.5,81,23
22191,2021-08-28,3.2,1014.7,82,23
22191,2021-08-29,5,1014.5,83,23.6
22191,2021-08-30,4.5,1016.1,80,24.2
22191,2021-08-31,6.1,1012.4,89,24.9
22191,2021-09-01,6.9,1010.6,84,23.7
22191,2021-09-02,3.9,1009.4,83,24.3
22191,2021-09-03,3.9,1009.3,84,24.6
22191,2021-09-04,5.1,1013.9,84,25.1
22191,2021-09-05,10.6,1015.4,88,23
22191,2021-09-06,12.1,1011.6,93,23.2
22191,2021-09-07,10.9,1009.2,87,23
